year,player,matches_tot,matches_w,perc_2nd_overall,perc_2nd_w,margin_2nd_w,matches_2nd_w
1991,Martin Wostenholme,15,6,10.266666666666667,10.666666666666666,-1.833333333333334,0
1991,Jared Palmer,4,1,17.5,12.0,0.0,0
1991,Jimmy Connors,33,19,14.31144781144781,16.444444444444443,1.2777777777777768,3
1991,Martin Laurendeau,11,4,19.09090909090909,21.0,-2.25,1
1991,Christian Collange,1,0,,,,0
1991,Eduardo Furusho,2,0,,,,0
1991,Abdelhak Hameurlaine,2,1,,,,0
1991,Sasa Hirszon,1,0,,,,0
1991,Francisco Montana,5,2,14.4,8.0,-0.5,0
1991,Karsten Braasch,5,2,16.4,19.0,6.5,0
1991,Danie Visser,3,1,17.0,24.0,-1.0,0
1991,Mario Delgado,1,0,,,,0
1991,Olivier Soules,1,0,,,,0
1991,Bartlomiej Dabrowski,1,0,,,,0
1991,Jia Ping Xia,2,1,,,,0
1991,Chris Pridham,8,3,15.5,18.666666666666668,6.000000000000002,2
1991,Bernd Karbacher,1,0,,,,0
1991,Shovon Jamaly,4,1,,,,0
1991,Steve Devries,4,1,11.75,10.0,-4.0,0
1991,Tamer El Sawy,5,4,,,,0
1991,Javier Sanchez,64,36,13.211044973544974,12.914285714285715,0.02857142857142847,1
1991,Hugo Nunez,2,1,,,,0
1991,Jeremy Bates,13,6,16.942307692307693,16.0,2.25,2
1991,Tj Middleton,2,0,,,,0
1991,Dan Goldie,23,8,19.869565217391305,23.625,1.875,1
1991,Andrew Castle,7,1,16.0,14.0,-5.0,0
1991,Thomas Enqvist,6,1,20.333333333333332,18.0,11.0,1
1991,Lars Jonsson,39,21,12.450000000000001,13.05,0.0,3
1991,Fernando Roese,16,8,12.6875,13.5,2.375,1
1991,Noel Rutherford,2,0,,,,0
1991,David Rikl,4,1,11.25,14.0,-7.0,0
1991,Lionel Kemajou,2,1,,,,0
1991,Sergi Bruguera,73,51,14.074030894782862,14.851063829787234,3.042553191489363,12
1991,Javier Frana,42,25,15.294949494949492,13.818181818181818,1.1363636363636367,3
1991,Carlos Chavez,1,0,,,,0
1991,Bryan Shelton,29,17,17.0,16.352941176470587,-0.529411764705884,1
1991,Ricardo Acioly,2,1,9.5,10.0,-3.0,0
1991,Thierry Champion,53,24,11.189955336797011,11.956521739130435,-5.130434782608694,1
1991,Tung Yi Kho,3,2,,,,0
1991,Peter Nyborg,3,2,11.333333333333334,11.5,-7.0,0
1991,Claudio Mezzadri,12,5,11.666666666666666,12.4,0.0,2
1991,Milan Srejber,5,2,14.4,20.0,-4.0,0
1991,Christian Saceanu,35,15,16.330827067669173,18.666666666666668,0.0,2
1991,Owen Casey,3,0,,,,0
1991,Olivier Delaitre,30,19,16.647777777777776,17.833333333333332,4.555555555555554,5
1991,Juan Carlos Baguena,2,0,,,,0
1991,Srdan Muskatirovic,2,0,,,,0
1991,Emanuel Couto,1,0,,,,0
1991,Juan Pino,4,3,,,,0
1991,Olli Rahnasto,3,1,,,,0
1991,Sergio Casal,1,0,,,,0
1991,Radomir Vasek,1,0,,,,0
1991,Bertrand Lacombe,2,0,,,,0
1991,Carlos Roberto Paez,2,0,,,,0
1991,Jaime Oncins,44,27,15.95799512987013,16.285714285714285,3.9999999999999982,9
1991,Paul Chamberlin,1,0,,,,0
1991,Shahar Perkiss,1,0,,,,0
1991,Bong Soo Kim,1,0,,,,0
1991,Ricardo Camargo,1,0,,,,0
1991,Manuel Tejada,2,0,,,,0
1991,Andrei Cherkasov,73,42,17.20370113090111,16.794117647058822,2.3823529411764692,7
1991,Bonit Wiryawan,1,0,,,,0
1991,Omer Rashid,2,1,,,,0
1991,Alaaddin Karagoz,4,2,,,,0
1991,Anders Haseth,4,3,,,,0
1991,Emad Abou Hamdeh,2,0,,,,0
1991,Daniel Chavez Morales,2,1,,,,0
1991,Alvaro Jordan,8,7,,,,0
1991,Christo Van Rensburg,29,15,18.185676392572944,18.933333333333334,3.0,4
1991,Michael Walker,7,5,,,,0
1991,Brett Steven,10,1,12.32,17.0,-5.0,0
1991,Lawson Duncan,2,0,,,,0
1991,Bing Pan,2,0,,,,0
1991,Karel Novacek,89,58,17.248351087115132,18.927272727272726,4.58181818181818,22
1991,Cyril Suk,2,0,,,,0
1991,Todd Witsken,28,12,13.923809523809524,15.333333333333334,1.25,2
1991,Jose Antonio Pepe Conde,3,1,9.0,9.0,-3.0,0
1991,Yahiya Doumbia,2,0,,,,0
1991,Vernon Lewis,4,2,,,,0
1991,Cesar Kist,1,0,,,,0
1991,Diego Perez,16,6,11.40625,8.75,-1.25,0
1991,Fernando Luna,3,0,,,,0
1991,Stefan Edberg,93,76,15.210824084290687,14.507042253521126,1.1408450704225341,14
1991,Pat Cash,25,14,17.313333333333333,15.916666666666666,0.9166666666666661,3
1991,Vaclav Roubicek,2,0,,,,0
1991,Leonardo Lavalle,12,6,14.9,13.8,-3.8000000000000007,1
1991,Jim Courier,78,58,15.631172839506174,15.87037037037037,1.1851851851851851,10
1991,Slava Dosedel,17,4,20.941176470588236,28.0,6.333333333333332,3
1991,Marcos Aurelio Gorriz,7,4,15.857142857142858,18.0,3.666666666666666,2
1991,Johan Carlsson,12,6,14.166666666666666,17.0,1.0,1
1991,Garth Thomson,2,1,,,,0
1991,Andras Lanyi,1,0,,,,0
1991,Horst Skoff,64,34,13.963688610240336,15.848484848484848,3.0606060606060606,10
1991,John McEnroe,52,34,17.30096153846154,16.6,3.9333333333333353,7
1991,Salvador Colvee,4,2,,,,0
1991,Miguel Merz,4,2,17.5,30.0,3.0,0
1991,Aaron Krickstein,52,31,17.94961763382816,19.555555555555557,3.8148148148148167,13
1991,Alexander Mronz,41,16,16.584305408271476,18.3125,2.625,4
1991,Pablo Albano,2,1,11.5,18.0,-1.0,0
1991,Andrei Medvedev,12,5,13.5,12.4,1.4000000000000004,2
1991,Johan Kriek,10,3,16.0,18.666666666666668,7.333333333333334,1
1991,Pete Sampras,71,52,17.257995028997517,16.6,2.160000000000002,15
1991,Yannick Noah,14,7,14.785714285714286,17.571428571428573,4.714285714285715,2
1991,Alexander Reichel,2,1,12.5,19.0,-2.0,0
1991,Arne Thoms,5,3,18.0,19.666666666666668,2.3333333333333357,0
1991,Khaled Al Foudari,2,0,,,,0
1991,Eoin Collins,1,0,,,,0
1991,Mark Kratzmann,18,5,22.22222222222222,20.4,2.799999999999997,2
1991,Mark Keil,6,3,16.166666666666668,19.666666666666668,-2.333333333333332,0
1991,Jonas Svensson,46,24,13.656584751102711,14.869565217391305,-0.8260869565217384,4
1991,Jim Grabb,42,19,14.997165532879816,15.166666666666666,-1.0000000000000018,1
1991,Tim Mayotte,25,12,18.48,18.666666666666668,2.5833333333333357,3
1991,Chuck Adams,22,10,15.0,16.4,-0.40000000000000213,1
1991,John Maginley,3,1,,,,0
1991,Karim Alami,4,0,,,,0
1991,Kentaro Masuda,1,0,,,,0
1991,Gilad Bloom,43,15,13.723963599595551,11.666666666666666,-0.6000000000000014,2
1991,Patrik Kuhnen,45,21,17.256140350877196,16.263157894736842,0.7894736842105274,4
1991,Nuno Marques,26,11,14.832100591715975,17.75,2.125,1
1991,Todd Woodbridge,48,23,15.404761904761903,18.38095238095238,4.952380952380951,10
1991,Michael Robertson,2,0,,,,0
1991,Raviv Weidenfeld,2,1,11.0,18.0,8.0,1
1991,Hidehiko Tanizawa,1,0,,,,0
1991,Henri Leconte,23,11,23.236024844720497,22.857142857142858,10.142857142857144,4
1991,Thomas Hogstedt,34,11,15.089572192513367,17.272727272727273,5.727272727272728,8
1991,Frederic Fontang,21,11,13.523809523809524,14.909090909090908,2.0,2
1991,Sebastian Soresini,1,0,,,,0
1991,Mensah Gbeboume,1,0,,,,0
1991,Jason Stoltenberg,40,20,16.519736842105264,16.789473684210527,3.2105263157894743,5
1991,Joao Cunha Silva,13,2,12.567307692307692,15.0,-8.0,0
1991,Goran Prpic,70,39,11.75058201058201,12.2,-0.7714285714285722,4
1991,Kojo Atiso,1,0,,,,0
1991,Eno Polo,7,3,,,,0
1991,Lars Koslowski,6,4,11.666666666666666,9.5,-2.5,0
1991,Shehab Shehab,2,0,,,,0
1991,Mario Visconti,1,0,,,,0
1991,Jason Cask,2,1,12.0,20.0,1.0,0
1991,Sandon Stolle,12,5,22.416666666666668,24.6,2.8000000000000007,3
1991,Richard Schmidt,1,0,,,,0
1991,Jakob Hlasek,77,50,16.296150278293133,16.928571428571427,-0.5476190476190474,6
1991,Boris Becker,63,50,18.257864357864356,18.09090909090909,-0.6136363636363633,8
1991,Jim Pugh,9,1,14.777777777777779,24.0,-6.0,0
1991,Carlos Di Laura,1,0,,,,0
1991,Mihnea Ion Nastase,1,0,,,,0
1991,Ofer Sela,1,0,,,,0
1991,Paul Wekesa,7,6,,,,0
1991,David Wheaton,52,33,16.053566165635132,16.724137931034484,1.5172413793103452,5
1991,Pablo Campana,2,2,,,,0
1991,Ilou Lonfo,1,1,,,,0
1991,Michael Geserer,1,0,,,,0
1991,Patricio Arnold,2,1,13.5,15.0,6.0,0
1991,Crepin Ossombi,2,0,,,,0
1991,Brian Devening,1,0,,,,0
1991,Eui Jong Chang,4,3,14.75,17.0,0.0,0
1991,Jacco Eltingh,36,12,15.458937198067632,19.333333333333332,0.4166666666666643,3
1991,Tomasz Iwanski,2,1,,,,0
1991,Michael Joyce,2,1,24.5,29.0,1.0,1
1991,Adrian Marcu,4,2,,,,0
1991,Derrick Rostagno,63,39,14.18840579710145,14.384615384615385,-1.3589743589743577,4
1991,Karol Kucera,2,1,15.5,26.0,12.0,1
1991,Arafat Chekrouni,2,0,,,,0
1991,Martin Jaite,48,25,17.244435817805382,18.652173913043477,5.217391304347824,9
1991,Morten Christensen,1,0,,,,0
1991,Rick Leach,8,0,,,,0
1991,Alexandre Hocevar,1,0,,,,0
1991,Juan Aguilera,22,4,11.266233766233766,16.0,-2.0,0
1991,Nduka Odizor,5,3,,,,0
1991,Jehad Sheet,2,0,,,,0
1991,Sandor Noszaly,4,2,,,,0
1991,Wayne Ferreira,47,26,15.525106382978725,15.68,0.03999999999999915,4
1991,Carl Uwe Steeb,57,27,15.391363022941972,16.296296296296298,3.5925925925925934,5
1991,Hassan El Arousy,6,3,,,,0
1991,Michael Chang,67,47,18.134758538136385,18.595238095238095,4.119047619047619,13
1991,John Ross,1,0,,,,0
1991,Ivan Lendl,73,55,19.586593282958052,19.528301886792452,3.3962264150943398,19
1991,Rikard Bergh,1,0,,,,0
1991,Fernando Meligeni,4,2,16.75,15.5,4.5,2
1991,Zeeshan Ali,1,0,,,,0
1991,Thomas Buchmayer,6,3,18.5,22.0,8.0,0
1991,Bent Ove Pedersen,3,2,,,,0
1991,Harold Solomon,1,0,,,,0
1991,Ryuso Tsujino,1,0,,,,0
1991,John Fitzgerald,12,5,12.638888888888888,14.0,2.0,2
1991,Martin Stringari,2,1,12.0,11.0,-3.0,0
1991,Jordi Arrese,58,36,9.33448275862069,9.722222222222221,-2.805555555555557,3
1991,Tarik Benhabiles,16,5,16.171875,21.75,4.75,2
1991,Daniel Vacek,4,1,9.25,12.0,4.0,0
1991,George Kalovelonis,3,0,,,,0
1991,Mario Rincon,2,1,,,,0
1991,Danny Sapsford,6,3,22.833333333333332,20.0,4.0,1
1991,Brian Garrow,14,2,11.714285714285714,17.0,1.0,1
1991,Peter Lundgren,38,13,18.047846889952154,18.90909090909091,3.7272727272727284,4
1991,Bader Mohammed Almuqail,2,1,,,,0
1991,Renzo Furlan,48,22,13.103333333333333,14.454545454545455,1.5454545454545467,5
1991,Maurice Ruah,13,6,17.70769230769231,15.5,4.5,0
1991,Diego Nargiso,23,9,17.73913043478261,16.555555555555557,3.0000000000000018,3
1991,Yavuz Erkangil,4,1,,,,0
1991,Mark Woodforde,33,12,15.89952153110048,19.5,4.416666666666666,3
1991,Wai Yaw Liu,3,2,,,,0
1991,Petr Korda,69,45,12.992186781873334,12.13953488372093,-1.279069767441861,4
1991,Pierre Bouteyre,2,1,10.5,14.0,-2.0,0
1991,Fred Kangwa,4,3,,,,0
1991,Gerald Mandl,4,2,21.25,21.0,11.0,0
1991,Branislav Stankovic,1,0,,,,0
1991,Torben Theine,1,0,,,,0
1991,Orlin Stanoytchev,2,0,,,,0
1991,Wally Masur,54,28,14.356650563607085,13.84,-2.1999999999999993,4
1991,Carlos Costa,28,15,17.603200371057515,19.071428571428573,6.642857142857144,5
1991,Chih Jung Chen,3,2,,,,0
1991,Alex Nizet,1,0,,,,0
1991,Jamie Morgan,9,1,10.777777777777779,9.0,1.0,0
1991,Stephane Simian,5,2,17.6,23.0,-6.0,0
1991,Nick Brown,5,2,16.6,22.5,5.5,0
1991,Rafael Moreno,4,2,,,,0
1991,Ricardo Mena,2,0,,,,0
1991,Claudio Pistolesi,20,7,13.780000000000001,14.8,1.4000000000000004,1
1991,Ohad Weinberg,1,0,,,,0
1991,German Lopez,20,11,17.042857142857144,20.0,5.363636363636363,6
1991,Neil Borwick,10,2,15.8,16.0,6.5,0
1991,Paolo Pambianco,2,1,17.0,22.0,4.0,0
1991,Orville Adams,2,0,,,,0
1991,Aki Rahunen,26,7,12.697586726998491,16.666666666666668,1.0000000000000018,2
1991,Rodrigo Navarro,2,1,,,,0
1991,Fabio Silberberg,2,0,,,,0
1991,Raul Antonio Viver,1,0,,,,0
1991,Juan Gisbert Jr,1,0,,,,0
1991,Ken Flach,2,0,,,,0
1991,Carsten Arriens,3,1,14.666666666666666,7.0,-13.0,0
1991,Richard Fromberg,42,22,15.201680672268909,16.294117647058822,2.235294117647058,6
1991,Frederik Fetterlein,8,6,18.25,18.0,2.0,1
1991,Thomas Muster,49,30,10.044417767106841,10.966666666666667,-2.7666666666666657,4
1991,Omar Camporese,65,38,20.783681318681317,19.771428571428572,5.942857142857143,19
1991,Andrei Chesnokov,51,29,14.463326071169208,14.814814814814815,2.333333333333334,7
1991,John Stimpson,4,1,8.75,4.0,0.0,0
1991,Jonas Bjorkman,1,0,,,,0
1991,Ian Aler,1,0,,,,0
1991,Tasos Bavelas,5,3,,,,0
1991,Seung Ho Ji,4,1,18.25,28.0,8.0,0
1991,Greig Rodger,2,0,,,,0
1991,Guy Forget,84,63,18.458333333333332,18.35185185185185,2.8888888888888875,16
1991,Alexander Volkov,76,46,18.213032581453632,19.19047619047619,3.761904761904761,12
1991,Emilio Sanchez,69,43,13.887601887601887,13.675675675675675,-2.027027027027028,3
1991,Milen Velev,1,0,,,,0
1991,Rodrigo Faria,1,0,,,,0
1991,Yakubu Suleiman,2,1,,,,0
1991,Horacio De La Pena,36,16,9.583333333333334,11.25,-0.9375,2
1991,Paolo Cane,16,8,21.479166666666664,18.625,4.25,4
1991,Cassio Motta,10,2,10.1,15.5,2.0,0
1991,Christian Miniussi,17,12,13.813725490196077,13.11111111111111,1.666666666666666,1
1991,Bertrand Madsen,4,1,,,,0
1991,Yasufumi Yamamoto,2,0,,,,0
1991,Bruce Derlin,3,1,6.666666666666667,3.0,-3.0,0
1991,Jaime Cortes,4,2,,,,0
1991,Mark Petchey,6,2,19.777777777777775,28.0,-1.0,0
1991,Mark Kaplan,5,1,22.0,32.0,-3.0,0
1991,Gabriel Markus,21,11,17.23333333333333,17.9,-1.6000000000000014,1
1991,Jimmy Brown,11,3,6.194805194805195,3.6666666666666665,-8.0,0
1991,Thierry Guardiola,4,0,,,,0
1991,Amro Ghoneim,1,1,,,,0
1991,Florian Krumrey,1,0,,,,0
1991,Lui Pang,1,1,,,,0
1991,Mehdi Benyebka,2,1,,,,0
1991,Lars Anders Wahlgren,5,2,20.0,32.5,8.0,0
1991,Nicklas Kroon,14,4,18.246031746031743,22.75,2.25,2
1991,Steve Guy,1,0,,,,0
1991,Doug Burke,2,1,,,,0
1991,Srinivasan Vasudevan,2,2,,,,0
1991,Bruce Steel,1,0,,,,0
1991,Marc Rosset,53,21,15.176100628930817,15.444444444444445,3.0555555555555554,6
1991,Khalid Hussain Fitiani,1,0,,,,0
1991,Robert Seguso,1,0,,,,0
1991,Ivan Baron,1,0,,,,0
1991,Simon Youl,14,5,17.642857142857142,17.8,0.0,1
1991,Peter Wright,2,0,,,,0
1991,Arnaud Boetsch,40,22,14.594999999999999,14.9,1.3000000000000007,3
1991,Goran Ivanisevic,64,41,17.11340161064426,17.764705882352942,3.4411764705882355,12
1991,Andrea Gaudenzi,3,0,,,,0
1991,Stefano Pescosolido,26,10,17.807692307692307,19.3,2.900000000000002,3
1991,Pedro Rebolledo,18,6,10.0,14.0,7.0,1
1991,Mark Bailey,2,1,,,,0
1991,Todd Martin,18,10,18.48611111111111,16.875,2.125,2
1991,Serge Soulie,1,0,,,,0
1991,Tom Mercer,1,0,,,,0
1991,Chris Wilkinson,3,1,,,,0
1991,Thierry Tulasne,4,0,,,,0
1991,Martin Sinner,9,3,14.555555555555555,17.0,5.0,0
1991,Rodolphe Gilbert,28,11,18.660714285714285,20.454545454545453,3.3636363636363633,6
1991,Malivai Washington,55,33,16.084226190476187,15.15625,1.15625,9
1991,Mats Wilander,19,9,14.330827067669173,17.142857142857142,-2.1428571428571423,1
1991,Ronald Agenor,43,16,11.308527131782945,13.266666666666667,-2.466666666666665,5
1991,Michael Stich,100,74,18.20962481962482,18.682539682539684,2.380952380952383,20
1991,Rafael Avalos Brenes,1,1,,,,0
1991,Francesco Cancellotti,4,1,8.75,8.0,-3.0,0
1991,Keith Evans,1,0,,,,0
1991,Veli Paloheimo,32,12,12.650568181818182,11.818181818181818,0.18181818181818166,2
1991,Juan Antonio Rodriguez,1,0,,,,0
1991,Richard Krajicek,46,26,18.996521739130436,19.84,3.4400000000000013,11
1991,Francisco Roig,20,9,11.8,13.0,1.666666666666666,5
1991,Silvio Moine,1,0,,,,0
1991,Shuzo Matsuoka,44,23,15.227272727272727,14.826086956521738,0.8695652173913029,3
1991,Johan Anderson,13,5,11.692307692307692,11.8,-1.0,0
1991,Ramesh Krishnan,32,11,11.128472222222223,9.88888888888889,-3.0,0
1991,Abou Berthe,2,0,,,,0
1991,Clement Ngoran,8,6,24.0,27.0,0.0,0
1991,Norbert Oduor,1,1,,,,0
1991,Jacques Radoux,5,5,,,,0
1991,Eric Jelen,39,14,11.388291195983502,13.461538461538462,0.615384615384615,1
1991,Marcos Ondruska,8,3,14.90625,16.0,5.0,0
1991,Darek Nowicki,2,2,,,,0
1991,Christer Allgardh,2,0,,,,0
1991,Worapol Thongkamcho,2,0,,,,0
1991,Chris Garner,19,8,15.68421052631579,19.375,-0.75,3
1991,Ifthekar Sardar,4,1,,,,0
1991,Eduardo Masso,38,17,11.630952380952381,13.714285714285714,1.0,4
1991,Tetsuya Sato,1,0,,,,0
1991,Martin Strelba,3,0,,,,0
1991,John Sobel,2,0,,,,0
1991,Christopher Gatt,2,1,,,,0
1991,Brad Gilbert,61,37,16.269431051108967,16.41176470588235,2.352941176470587,5
1991,Massimo Cierro,7,3,11.857142857142858,12.666666666666666,4.666666666666666,0
1991,Nicklas Kulti,44,20,15.413101604278076,15.058823529411764,2.9411764705882355,4
1991,Jose Daher,4,2,16.0,16.0,5.0,0
1991,Pablo Arraya,19,9,13.093567251461987,13.444444444444445,-3.1111111111111125,1
1991,Glenn Michibata,11,5,16.09090909090909,19.8,-0.3999999999999986,3
1991,Cedric Pioline,41,21,17.146341463414632,17.0,3.6999999999999993,8
1991,Massimo Ardinghi,1,0,,,,0
1991,John Sullivan,2,1,19.5,13.0,7.0,0
1991,Mikael Pernfors,11,4,14.636363636363637,12.0,1.75,1
1991,Bruno Oresar,5,3,12.2,13.0,1.0,0
1991,Jonathan Stark,4,1,17.0,14.0,4.0,0
1991,Jean Nabi,6,2,,,,0
1991,Selvam Veerasingam,4,2,,,,0
1991,Roger Smith,9,6,20.666666666666668,19.5,7.0,1
1991,Steve Bryan,8,5,11.5,11.8,-0.5999999999999996,2
1991,Mario Tabares,4,3,,,,0
1991,Kyrian Nwokedi,2,0,,,,0
1991,Jay Berger,5,2,13.4,15.5,7.0,0
1991,Jose Medrano,2,1,,,,0
1991,Lionel Eli,4,0,,,,0
1991,Luis Herrera,40,14,16.469405594405593,15.23076923076923,0.07692307692307665,2
1991,Markus Zoecke,25,13,12.28,14.23076923076923,1.0769230769230766,3
1991,Ramayah Ramachandran,2,1,,,,0
1991,Andre Agassi,56,39,15.717532467532468,15.696969696969697,2.212121212121213,8
1991,Patrick Baur,39,17,18.864102564102566,19.529411764705884,4.3529411764705905,7
1991,Glenn Layendecker,14,6,19.285714285714285,22.0,3.166666666666668,2
1991,Jaime Yzaga,41,24,13.26376811594203,14.347826086956522,-0.3913043478260878,2
1991,Paul Vojtischek,3,0,,,,0
1991,Kenny Thorne,1,0,,,,0
1991,Oliver Fernandez,2,0,,,,0
1991,Rashid Malik,2,1,,,,0
1991,Paul Haarhuis,54,28,15.186929683306495,16.208333333333332,2.416666666666666,4
1991,Naratorn Srichaphan,2,0,,,,0
1991,Jeff Tarango,39,16,13.37851037851038,14.8125,-0.375,0
1991,Esam Abdulaal,2,2,,,,0
1991,Andrew Sznajder,22,5,14.227272727272727,15.0,1.0,1
1991,Colin Grant,3,1,,,,0
1991,Pat Crow,1,0,,,,0
1991,Marcelo Filippini,32,9,9.851004464285715,8.375,-2.25,0
1991,Dimitri Poliakov,23,12,14.782608695652174,15.416666666666666,1.25,2
1991,David Pate,29,11,14.67423935091278,15.2,-0.10000000000000142,3
1991,Slobodan Zivojinovic,12,4,20.466666666666665,21.0,0.33333333333333215,1
1991,Gianluca Pozzi,29,16,21.862068965517242,21.9375,5.9375,6
1991,Reinhard Wawra,1,0,,,,0
1991,Laszlo Markovits,3,1,,,,0
1991,Hani Al Ali,1,0,,,,0
1991,Patrick Rafter,1,0,,,,0
1991,Alexis Hombrecher,2,0,,,,0
1991,Federico Mordegan,1,0,,,,0
1991,Tomas Anzari,4,0,,,,0
1991,David Adams,1,0,,,,0
1991,Rudiger Haas,3,1,10.666666666666666,7.0,1.0,0
1991,Jimmy Arias,42,23,11.96103896103896,12.363636363636363,-2.2727272727272734,3
1991,Grant Doyle,1,0,,,,0
1991,Scott Melville,2,1,14.5,20.0,3.0,0
1991,Luc Ondobo,2,0,,,,0
1991,Amos Mansdorf,50,21,15.8104,15.714285714285714,-0.5238095238095237,3
1991,Felipe Rivera,7,3,16.904761904761905,20.333333333333332,7.999999999999998,3
1991,Markus Zillner,4,3,11.25,12.0,0.6666666666666661,0
1991,David Witt,6,2,19.833333333333332,15.5,3.5,0
1991,Roland So,6,3,,,,0
1991,Richard Vogel,4,2,20.25,10.0,-1.5,0
1991,Chung Hsing Liu,4,3,,,,0
1991,Jan Apell,4,1,14.5,4.0,1.0,0
1991,Younes El Aynaoui,2,0,,,,0
1991,Byron Black,5,2,13.0,14.0,-5.0,0
1991,Christian Bergstrom,54,31,12.200723712217965,13.586206896551724,-1.4137931034482758,4
1991,Mark Koevermans,45,20,14.365740740740742,16.125,4.5625,4
1991,Broderick Dyke,2,0,,,,0
1991,Han Cheol Shin,1,0,,,,0
1991,William Kyriakos,1,0,,,,0
1991,Kuen Yiep Ho,2,0,,,,0
1991,Emanuel Rasberger,1,0,,,,0
1991,Dermot Sweeney,1,1,,,,0
1991,Mauricio Hadad,2,2,,,,0
1991,Jose Francisco Altur,15,2,13.233333333333333,11.5,-1.0,1
1991,Vladimir Gabrichidze,3,0,,,,0
1991,Joao Zwetsch,2,1,11.0,18.0,-2.0,0
1991,Bernard Balleret,1,0,,,,0
1991,Guillermo Perez Roldan,43,26,11.087131782945736,9.88,0.8000000000000007,1
1991,Tom Nijssen,8,3,21.5,19.0,4.333333333333334,2
1991,Katore Agnamba,1,0,,,,0
1991,Bjorn Borg,1,0,,,,0
1991,Paul Annacone,5,2,18.2,23.0,4.0,0
1991,Saleh Bushnaq,1,0,,,,0
1991,Roberto Jabali,3,1,12.666666666666666,21.0,-2.0,0
1991,Steven Kangwa,3,1,,,,0
1991,Arjun Fernando,6,4,,,,0
1991,Marian Vajda,44,18,17.07251336898396,20.470588235294116,6.588235294117645,7
1991,Libor Pimek,5,1,11.6,11.0,7.0,1
1991,Libor Nemecek,2,1,7.5,6.0,2.0,0
1991,Luiz Mattar,47,22,16.204209065679926,17.375,3.875,4
1991,David Engel,17,6,13.588235294117647,15.666666666666666,2.833333333333332,0
1991,Kevin Curren,38,18,19.775541795665635,19.470588235294116,4.117647058823527,5
1991,Vicente Solves,1,0,,,,0
1991,Andres Vysand,6,1,10.166666666666666,12.0,0.0,0
1991,Todd Nelson,5,2,15.8,17.0,-5.0,0
1991,Hamed Ul Haq,4,2,,,,0
1991,Kelly Jones,7,1,10.0,13.0,-1.0,0
1991,Kodzo Apeti,2,0,,,,0
1991,Alkis Papamichael,2,0,,,,0
1991,Roberto Azar,21,8,9.952380952380953,10.375,-6.0,0
1991,Christian Ruud,5,5,,,,0
1991,Sebastien Lareau,2,1,24.0,29.0,9.0,1
1991,Bret Richardson,1,0,,,,0
1991,Scott Davis,31,9,16.619047619047617,17.666666666666668,4.444444444444446,2
1991,Mauro Menezes,3,1,7.666666666666667,13.0,-2.0,0
1991,Toshihisa Tsuchihashi,1,0,,,,0
1991,Aymen Ibrahim Al Ashwak,2,0,,,,0
1991,Alberto Paris,1,0,,,,0
1991,Kush Bhardwaj,2,2,,,,0
1991,Robbie Weiss,13,5,15.23076923076923,12.2,1.5999999999999996,0
1991,Andreas Fikas,2,2,,,,0
1991,Yu Hui Lien,5,3,,,,0
1991,Mark Webster,2,0,,,,0
1991,Andres Gomez,39,20,16.384615384615383,16.85,1.1500000000000021,3
1991,Francisco Yunis,2,1,18.5,27.0,2.0,0
1991,Samer Mourad,2,0,,,,0
1991,Franco Davin,28,12,8.142857142857142,9.0,-6.0,0
1991,Eduardo Bengoechea,6,3,12.5,12.0,-1.666666666666666,0
1991,Richard Matuszewski,1,0,,,,0
1991,Lukas Thomas,1,0,,,,0
1991,Martin Damm Sr,3,2,14.0,10.5,2.5,0
1991,Mark Knowles,5,2,9.6,13.5,1.0,0
1991,Joey Rive,2,0,,,,0
1991,John Arbanas,1,0,,,,0
1991,Roberto Raffa,1,0,,,,0
1991,Jae Sik Kim,1,0,,,,0
1991,Kent Kinnear,4,2,20.0,21.0,-4.0,0
1991,Daniel Nestor,3,1,14.0,15.0,1.0,0
1991,Fabio Sical,1,0,,,,0
1991,Guillaume Raoux,39,14,18.004273504273506,19.5,2.928571428571427,5
1991,Bernardo Mota,1,1,,,,0
1991,Christian Bemba,2,0,,,,0
1991,Andrei Merinov,1,0,,,,0
1991,Stewart Doyle,2,0,,,,0
1991,Leander Paes,11,6,18.863636363636363,20.0,2.0,0
1991,Alberto Mancini,42,25,14.498647186147185,15.772727272727273,1.1363636363636367,4
1991,Tomas Carbonell,42,15,11.290989010989012,10.23076923076923,-2.384615384615385,0
1991,Jose Antonio Fernandez,7,5,,,,0
1991,Markus Naewie,2,0,,,,0
1991,Grant Connell,43,22,17.953488372093023,19.15,3.599999999999998,4
1991,Umesha Wallooppillai,4,4,,,,0
1991,Henrik Holm,18,6,18.025252525252526,19.166666666666668,-0.33333333333333215,1
1991,Nelson Aerts,2,1,19.5,19.0,4.0,0
1991,Nicolas Pereira,10,3,16.916666666666668,17.5,3.0,0
1991,Girts Dzelde,2,1,8.0,10.0,1.0,0
1991,Gordon Asciak,2,0,,,,0
1991,Kelly Evernden,21,5,16.34920634920635,16.666666666666668,1.0000000000000018,1
1991,Andrei Pavel,2,2,,,,0
1991,Mike Amoah,2,0,,,,0
1991,Fadel Berthe,2,1,,,,0
1991,Adam Malik,2,2,,,,0
1991,Danilo Marcelino,23,10,13.619565217391305,15.4,2.9000000000000004,4
1991,Jan Gunnarsson,32,15,16.643973214285715,19.357142857142858,9.142857142857144,8
1991,Tawfik Al Ibrahim,1,0,,,,0
